sub-ID,SID,A#,Date,Session #,Staff,Time in Scanner,Audio Check (during scout),"ses-01
T1 
(Structural)",ses-01          T1 Quality Check,ses-01 T1 actions,"ses-01
DWI","ses-04
Fractional 
Run-01","ses-04
Fractional 
Run-02","ses-01,03,04
PVC 
Run-01","ses-01,03,04
PVC 
Run-02","ses-01,03,04
PVC 
Run-03","ses-01,03,04
PVC 
Run-04","ses-01,03,04
PVC 
Run-05","ses-01,03,04
PVC 
Run-06","ses-03
short-video","ses-02
Narratives 
Run-01","ses-02
Narratives 
Run-02","ses-02
Narratives 
Run-03","ses-02
Narratives 
Run-04","ses-02
Faces 
Run-01","ses-02
Faces
Run-02","ses-02
Faces 
Run-03","ses-01,02,03,04
Align Videos 
Run-01","ses-01,02,03,04
Align Videos 
Run-02","ses-01,02,03,04
Align Videos 
Run-03","ses-01,02,03,04
Align Videos 
Run-04",Scan comments?,T-Points for scan time?,# T-Points,BioPac?,EDA location,PPD location,BioPac Comments?,GitPush?,BioPac Saved?,Data on Rolando?,Data sent comments?,Post-scan: Debrief
sub-0092,SID002030,A004183,2021-10-27 00:00:00,ses-01,"EM, TS",08:15:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0092,SID002030,A004234,2021-11-07 00:00:00,ses-02,"HJ, Byeol",08:40:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- Noticed participant was tired during the fmap (before align videos,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0092,SID002030,A004248,2021-11-10 00:00:00,ses-03,"MA, Clare",08:30:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0092,SID002030,A004256,2021-11-11 00:00:00,ses-04,"HJ, Byeol",19:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,Yes
sub-0093,SID002050,A004220,2021-11-04 00:00:00,ses-01,"BH, TS",12:45:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0093,SID002050,A004237,2021-11-07 00:00:00,ses-02,"HJ, Byeol",14:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0093,SID002050,A004326,2022-01-13 00:00:00,ses-03,"BH, CG",19:30:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0093,SID002050,A004353,2022-01-24 00:00:00,ses-04,"MA, TS",15:05:00,complete,,,,,complete,repeat_use,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"PCV(R02 - 1st pain) Matlab froze on the expect rating scale, task restarted and matlab froze again (video of the situation recorded). Upon the 3rd repeat, it went smoothly. ",No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0094,SID002054,A004238,2021-11-08 00:00:00,ses-01,"MA, EM",11:10:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Partial,Bottom left foot,Right big toe,"Missing Align Vid biopac data. When saving social biopac, the program froze and didn't allow for saving align vids.",Yes,On PC only,Yes,,
sub-0094,SID002054,A004300,2021-12-16 00:00:00,ses-02,"EM, TS",10:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0095,SID002037,A004186,2021-10-27 00:00:00,ses-01,"HJ, TS",14:00:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0095,SID002037,A004302,2021-12-16 00:00:00,ses-02,"EM, TS",14:50:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0095,SID002037,A004322,2022-01-13 00:00:00,ses-03,"MA, TS",10:30:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0095,SID002037,A004335	,2022-01-18 00:00:00,ses-04,"EM, BH",17:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,,,Yes
sub-0097,SID002079,A004295,2021-12-14 00:00:00,ses-01,"MA, Clare Grall",20:30:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,repeat_use,complete,complete,complete,Align Vid (R01): scan starrted before video did - redid run one,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0098,SID001986,A004290,2021-12-13 00:00:00,ses-01,"MA, TS",01:45:00,complete,complete,Good,Continue,complete,,,repeat_use,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,PVC(01): P squeezed the ball tp ask about beeping in the background (1st time scanning),No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0098,SID001986,A004301,2021-12-16 00:00:00,ses-02,"EM, TS",12:55:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0098,SID001986,A004323,2022-01-13 00:00:00,ses-03,"MA, TS",12:30:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0098,SID001986,A004334,2022-01-17 00:00:00,ses-04,MA (alone - CG left wasnt feeling well,17:30:00,complete,complete,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Partial,Bottom left foot,Right big toe,PVC(R05) may be missing,Incomplete,On PC only,Yes,,
sub-0099,SID002077,A004316,2022-01-12 00:00:00,ses-01,"MA, TS",09:00:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0099,SID002077,A004321,2022-01-13 00:00:00,ses-02,"MA, TS",08:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,complete,complete,-Narratives (R04): Run started before stim PC so repeated the task,No,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0099,SID002077,A004339,2022-01-19 00:00:00,ses-03,"TS, HJ",14:25:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0099,SID002077,A004352,2022-01-24 00:00:00,ses-04,"MA, TS",13:15:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0100,SID002082,A004314,2022-01-11 00:00:00,ses-01,"EM, MA",13:30:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,
sub-0100,SID002082,A004317,2022-01-12 00:00:00,ses-02,"MA, TS",10:25:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives (R01): P couldn't hear the auido well - reran the run,No,,Partial,Bottom left foot,Right big toe,unfortunately acknolwdge froze after saving only narratives at the end of the scan ,Yes,Some missing,Yes,,
sub-0100,SID002082,A004338,2022-01-19 00:00:00,ses-03,"MA, TS",08:45:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0100,SID002082,A004351,2022-01-24 00:00:00,ses-04,"MA, TS",11:15:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,Yes
sub-0101,SID002085,A004332,2022-01-17 00:00:00,ses-01,"MA, TS",12:15:00,complete,complete,Good,Continue,complete,,,repeat_use,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,PCV(R01): Matlab froze with the cursor on black screen so it was restarted,No,,Partial,Bottom left foot,Right big toe,PVC(R01) may be missing (not sure if scan buddy started it),Incomplete,On PC only,Yes,,
sub-0101,SID002085,A004335	,2022-01-18 00:00:00,ses-02,"EM, MA",19:15:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0101,SID002085,A004340,2022-01-19 00:00:00,ses-03,"HJ, JD Knotts",16:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0101,SID002085,A004358,2022-01-26 00:00:00,ses-04,"EM, TS",11:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,complete,,,,,,,complete,complete,,,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,Yes
sub-0102,SID001423,A004333,2022-01-17 00:00:00,ses-01,MA (alone - CG left wasnt feeling well,15:30:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
sub-0102,SID001423,A004357,2022-01-26 00:00:00,ses-02,"EM, TS",09:30:00,complete,,,,,,,,,,,,,,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,complete,complete,Narratives (run-04): Subject needed to be removed due to head comfort,No,,Partial,Bottom left foot,Right big toe,"-no biopac for narratives or faces (connection errors, determined probably loose wire)",Incomplete,On PC only,Yes,,
sub-0103,SID002089,A004354,2022-01-24 00:00:00,ses-01,"MA, Era Wu",17:30:00,complete,complete,Good,Continue,complete,,,complete,complete,complete,no_data,no_data,no_data,,,,,,,,,complete,complete,complete,no_data,PCV: We skipped the last 3 because we faced issues with heat calibration both upstairs and downstairs we also skipped the last align vid run since the P needed to get out at a certain time,No,,Yes,Bottom left foot,Right big toe,,Incomplete,On PC only,Yes,,
