sub	ses	run	runtype	trial_index	cue	stimulusintensity	singletrial_fname	expectrating	expectlabel	outcomerating	outcomelabel	expectrating_impute	expectlabel_impute	outcomerating_impute	outcomelabel_impute	expectrating_RT	expectrating_RTimpute	outcomerating_RT	outcomerating_RTimpute	pain_stimulus_delivery_success
sub-0005	ses-03	run-04	pain	12	low_cue	high_stim	sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	n/a	n/a	29.57	Strong	n/a	n/a	29.57	Strong	n/a	3.73	1.82	1.77	success
sub-0005	ses-03	run-05	cognitive	1	low_cue	low_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz	33.75	Strong	37.47	Strong	33.75	Strong	37.47	Strong	1.39	1.04	3.37	3.22	n/a
sub-0005	ses-03	run-05	cognitive	2	high_cue	med_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz	94.63	Very Strong	109.82	Strongest sensation of any kind	94.63	Very Strong	109.82	Strongest sensation of any kind	1.47	1.35	1.97	1.47	n/a
sub-0005	ses-03	run-05	cognitive	3	high_cue	low_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz	108.88	Strongest sensation of any kind	62.0	Strong	108.88	Strongest sensation of any kind	62.0	Strong	1.85	1.67	1.73	1.22	n/a
sub-0005	ses-03	run-05	cognitive	4	high_cue	high_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz	88.84	Very Strong	119.69	Strongest sensation of any kind	88.84	Very Strong	119.69	Strongest sensation of any kind	1.31	0.99	2.63	1.63	n/a
sub-0005	ses-03	run-05	cognitive	5	low_cue	med_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz	5.98	Weak	139.71	Strongest sensation of any kind	5.98	Weak	139.71	Strongest sensation of any kind	2.43	2.1	2.34	1.47	n/a
sub-0005	ses-03	run-05	cognitive	6	low_cue	high_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	31.71	Strong	67.81	Very Strong	31.71	Strong	67.81	Very Strong	2.15	1.75	3.17	2.17	n/a
sub-0005	ses-03	run-05	cognitive	7	low_cue	med_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	67.86	Very Strong	n/a	n/a	67.86	Very Strong	84.87	Very Strong	2.0	1.95	n/a	0.62	n/a
sub-0005	ses-03	run-05	cognitive	8	low_cue	high_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz	59.44	Strong	145.1	Strongest sensation of any kind	59.44	Strong	145.1	Strongest sensation of any kind	2.32	2.04	2.09	1.96	n/a
sub-0005	ses-03	run-05	cognitive	9	high_cue	low_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz	66.11	Very Strong	26.36	Moderate	66.11	Very Strong	26.36	Moderate	1.6	1.18	3.18	2.77	n/a
sub-0005	ses-03	run-05	cognitive	10	high_cue	high_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz	75.52	Very Strong	29.86	Strong	75.52	Very Strong	29.86	Strong	1.8	1.75	3.87	3.52	n/a
sub-0005	ses-03	run-05	cognitive	11	high_cue	med_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz	106.59	Strongest sensation of any kind	119.74	Strongest sensation of any kind	106.59	Strongest sensation of any kind	119.74	Strongest sensation of any kind	3.54	1.94	2.23	1.85	n/a
sub-0005	ses-03	run-05	cognitive	12	low_cue	low_stim	sub-0005_ses-03_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	28.21	Moderate	76.02	Very Strong	28.21	Moderate	76.02	Very Strong	2.56	2.22	1.63	1.23	n/a
sub-0005	ses-03	run-06	vicarious	1	high_cue	low_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	54.57	Strong	24.61	Moderate	54.57	Strong	24.61	Moderate	2.34	2.29	2.53	1.97	n/a
sub-0005	ses-03	run-06	vicarious	2	low_cue	low_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	9.27	Weak	10.63	Moderate	9.27	Weak	10.63	Moderate	1.72	1.23	2.39	1.92	n/a
sub-0005	ses-03	run-06	vicarious	3	low_cue	med_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	7.7	Weak	26.24	Moderate	7.7	Weak	26.24	Moderate	2.35	2.17	1.43	1.02	n/a
sub-0005	ses-03	run-06	vicarious	4	low_cue	high_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	37.01	Strong	13.08	Moderate	37.01	Strong	13.08	Moderate	3.27	2.9	3.8	3.32	n/a
sub-0005	ses-03	run-06	vicarious	5	high_cue	med_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	53.18	Strong	19.25	Moderate	53.18	Strong	19.25	Moderate	1.83	1.78	1.99	1.69	n/a
sub-0005	ses-03	run-06	vicarious	6	high_cue	high_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	66.41	Very Strong	73.74	Very Strong	66.41	Very Strong	73.74	Very Strong	2.6	2.17	1.35	1.22	n/a
sub-0005	ses-03	run-06	vicarious	7	high_cue	low_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	65.9	Very Strong	73.9	Very Strong	65.9	Very Strong	73.9	Very Strong	2.9	2.7	1.37	0.98	n/a
sub-0005	ses-03	run-06	vicarious	8	high_cue	high_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	n/a	n/a	115.02	Strongest sensation of any kind	61.48	Strong	115.02	Strongest sensation of any kind	n/a	3.95	3.42	2.92	n/a
sub-0005	ses-03	run-06	vicarious	9	low_cue	low_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	29.92	Strong	9.62	Weak	29.92	Strong	9.62	Weak	3.93	3.88	1.52	1.1	n/a
sub-0005	ses-03	run-06	vicarious	10	low_cue	med_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	14.26	Moderate	18.29	Moderate	14.26	Moderate	18.29	Moderate	1.64	1.59	2.07	1.72	n/a
sub-0005	ses-03	run-06	vicarious	11	low_cue	high_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	21.12	Moderate	25.13	Moderate	21.12	Moderate	25.13	Moderate	1.4	1.07	2.85	2.15	n/a
sub-0005	ses-03	run-06	vicarious	12	high_cue	med_stim	sub-0005_ses-03_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	49.55	Strong	51.63	Strong	49.55	Strong	51.63	Strong	2.25	1.94	2.13	1.34	n/a
sub-0005	ses-04	run-01	cognitive	1	high_cue	high_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz	66.32	Very Strong	17.56	Moderate	66.32	Very Strong	17.56	Moderate	2.28	2.22	1.69	1.26	n/a
sub-0005	ses-04	run-01	cognitive	2	low_cue	high_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz	39.06	Strong	44.84	Strong	39.06	Strong	44.84	Strong	1.58	1.4	1.63	1.24	n/a
sub-0005	ses-04	run-01	cognitive	3	high_cue	high_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz	111.41	Strongest sensation of any kind	55.1	Strong	111.41	Strongest sensation of any kind	55.1	Strong	1.84	1.47	1.77	1.63	n/a
sub-0005	ses-04	run-01	cognitive	4	low_cue	med_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz	26.57	Moderate	5.38	Weak	26.57	Moderate	5.38	Weak	1.73	1.67	1.7	1.65	n/a
sub-0005	ses-04	run-01	cognitive	5	high_cue	low_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz	102.26	Strongest sensation of any kind	57.35	Strong	102.26	Strongest sensation of any kind	57.35	Strong	2.53	2.15	3.33	2.46	n/a
sub-0005	ses-04	run-01	cognitive	6	high_cue	med_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz	103.25	Strongest sensation of any kind	99.99	Strongest sensation of any kind	103.25	Strongest sensation of any kind	99.99	Strongest sensation of any kind	2.35	1.82	2.75	2.37	n/a
sub-0005	ses-04	run-01	cognitive	7	low_cue	high_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz	17.34	Moderate	31.08	Strong	17.34	Moderate	31.08	Strong	2.04	1.62	1.2	0.8	n/a
sub-0005	ses-04	run-01	cognitive	8	high_cue	low_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz	91.63	Very Strong	102.4	Strongest sensation of any kind	91.63	Very Strong	102.4	Strongest sensation of any kind	2.88	2.5	1.42	1.06	n/a
sub-0005	ses-04	run-01	cognitive	9	low_cue	low_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	57.53	Strong	96.75	Very Strong	57.53	Strong	96.75	Very Strong	2.63	2.17	1.47	1.07	n/a
sub-0005	ses-04	run-01	cognitive	10	high_cue	med_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz	101.45	Strongest sensation of any kind	33.5	Strong	101.45	Strongest sensation of any kind	33.5	Strong	1.9	1.57	2.42	1.87	n/a
sub-0005	ses-04	run-01	cognitive	11	low_cue	med_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz	42.88	Strong	57.33	Strong	42.88	Strong	57.33	Strong	2.3	1.77	2.87	2.22	n/a
sub-0005	ses-04	run-01	cognitive	12	low_cue	low_stim	sub-0005_ses-04_run-01_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	10.94	Moderate	5.78	Weak	10.94	Moderate	5.78	Weak	2.08	1.88	3.52	3.04	n/a
sub-0005	ses-04	run-02	vicarious	1	high_cue	med_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	59.31	Strong	30.09	Strong	59.31	Strong	30.09	Strong	1.66	1.61	1.47	1.35	n/a
sub-0005	ses-04	run-02	vicarious	2	high_cue	low_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz	57.92	Strong	25.13	Moderate	57.92	Strong	25.13	Moderate	2.62	1.97	2.01	1.57	n/a
sub-0005	ses-04	run-02	vicarious	3	low_cue	med_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	15.15	Moderate	29.86	Strong	15.15	Moderate	29.86	Strong	2.92	1.79	1.82	1.17	n/a
sub-0005	ses-04	run-02	vicarious	4	high_cue	high_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz	55.86	Strong	85.6	Very Strong	55.86	Strong	85.6	Very Strong	2.39	2.31	2.3	1.85	n/a
sub-0005	ses-04	run-02	vicarious	5	high_cue	high_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz	63.33	Strong	114.6	Strongest sensation of any kind	63.33	Strong	114.6	Strongest sensation of any kind	1.67	0.97	2.17	1.77	n/a
sub-0005	ses-04	run-02	vicarious	6	low_cue	high_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz	25.53	Moderate	57.58	Strong	25.53	Moderate	57.58	Strong	1.5	1.25	3.12	2.77	n/a
sub-0005	ses-04	run-02	vicarious	7	high_cue	med_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz	93.24	Very Strong	132.99	Strongest sensation of any kind	93.24	Very Strong	132.99	Strongest sensation of any kind	2.29	1.92	1.86	1.51	n/a
sub-0005	ses-04	run-02	vicarious	8	high_cue	low_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz	79.05	Very Strong	49.45	Strong	79.05	Very Strong	49.45	Strong	2.42	2.06	2.02	1.57	n/a
sub-0005	ses-04	run-02	vicarious	9	low_cue	high_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz	18.87	Moderate	58.09	Strong	18.87	Moderate	58.09	Strong	1.68	1.37	1.89	1.35	n/a
sub-0005	ses-04	run-02	vicarious	10	low_cue	low_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz	36.73	Strong	26.88	Moderate	36.73	Strong	26.88	Moderate	2.12	1.72	2.2	1.65	n/a
sub-0005	ses-04	run-02	vicarious	11	low_cue	low_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz	13.7	Moderate	19.41	Moderate	13.7	Moderate	19.41	Moderate	2.14	1.8	1.84	1.74	n/a
sub-0005	ses-04	run-02	vicarious	12	low_cue	med_stim	sub-0005_ses-04_run-02_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz	20.91	Moderate	37.94	Strong	20.91	Moderate	37.94	Strong	2.92	2.86	1.87	1.33	n/a
sub-0005	ses-04	run-03	pain	1	high_cue	high_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz	65.9	Very Strong	86.55	Very Strong	65.9	Very Strong	86.55	Very Strong	1.39	0.94	3.05	2.28	success
sub-0005	ses-04	run-03	pain	2	low_cue	high_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz	15.15	Moderate	51.05	Strong	15.15	Moderate	51.05	Strong	1.98	1.6	2.8	2.24	success
sub-0005	ses-04	run-03	pain	3	low_cue	high_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	28.21	Moderate	24.71	Moderate	28.21	Moderate	24.71	Moderate	1.85	1.4	2.38	1.5	success
sub-0005	ses-04	run-03	pain	4	high_cue	high_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz	53.31	Strong	8.13	Weak	53.31	Strong	8.13	Weak	3.3	2.77	2.18	1.78	success
sub-0005	ses-04	run-03	pain	5	low_cue	low_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz	1.38	Barely detectable	1.39	Barely detectable	1.38	Barely detectable	1.39	Barely detectable	3.32	2.93	2.28	1.88	success
sub-0005	ses-04	run-03	pain	6	high_cue	low_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz	60.26	Strong	5.53	Weak	60.26	Strong	5.53	Weak	2.48	2.13	2.05	2.0	success
sub-0005	ses-04	run-03	pain	7	low_cue	med_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	26.15	Moderate	34.92	Strong	26.15	Moderate	34.92	Strong	1.94	1.42	3.17	2.58	success
sub-0005	ses-04	run-03	pain	8	high_cue	med_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz	71.34	Very Strong	2.54	Barely detectable	71.34	Very Strong	2.54	Barely detectable	3.3	2.82	2.16	2.11	success
sub-0005	ses-04	run-03	pain	9	high_cue	med_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz	55.22	Strong	36.13	Strong	55.22	Strong	36.13	Strong	3.13	2.73	2.58	1.96	success
sub-0005	ses-04	run-03	pain	10	low_cue	med_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	9.27	Weak	19.16	Moderate	9.27	Weak	19.16	Moderate	2.12	1.89	1.58	1.15	success
sub-0005	ses-04	run-03	pain	11	high_cue	low_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	57.46	Strong	24.84	Moderate	57.46	Strong	24.84	Moderate	3.23	2.53	2.37	1.37	success
sub-0005	ses-04	run-03	pain	12	low_cue	low_stim	sub-0005_ses-04_run-03_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz	45.65	Strong	11.31	Moderate	45.65	Strong	11.31	Moderate	2.62	1.67	2.33	1.88	success
sub-0005	ses-04	run-04	vicarious	1	high_cue	low_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz	64.69	Very Strong	29.86	Strong	64.69	Very Strong	29.86	Strong	3.07	2.72	1.98	1.68	n/a
sub-0005	ses-04	run-04	vicarious	2	low_cue	low_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz	4.38	Weak	14.37	Moderate	4.38	Weak	14.37	Moderate	2.02	1.97	1.79	1.74	n/a
sub-0005	ses-04	run-04	vicarious	3	low_cue	med_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz	6.21	Weak	21.37	Moderate	6.21	Weak	21.37	Moderate	2.37	1.74	2.29	1.84	n/a
sub-0005	ses-04	run-04	vicarious	4	low_cue	high_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz	16.77	Moderate	57.46	Strong	16.77	Moderate	57.46	Strong	2.45	1.77	2.47	1.9	n/a
sub-0005	ses-04	run-04	vicarious	5	high_cue	med_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	69.74	Very Strong	123.35	Strongest sensation of any kind	69.74	Very Strong	123.35	Strongest sensation of any kind	1.58	1.08	3.28	2.73	n/a
sub-0005	ses-04	run-04	vicarious	6	high_cue	high_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz	108.73	Strongest sensation of any kind	58.92	Strong	108.73	Strongest sensation of any kind	58.92	Strong	2.24	1.51	1.65	1.15	n/a
sub-0005	ses-04	run-04	vicarious	7	high_cue	low_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz	72.3	Very Strong	26.67	Moderate	72.3	Very Strong	26.67	Moderate	1.63	1.2	3.04	2.5	n/a
sub-0005	ses-04	run-04	vicarious	8	high_cue	high_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz	38.98	Strong	77.7	Very Strong	38.98	Strong	77.7	Very Strong	2.38	2.18	1.49	1.17	n/a
sub-0005	ses-04	run-04	vicarious	9	low_cue	low_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz	13.7	Moderate	18.58	Moderate	13.7	Moderate	18.58	Moderate	2.07	1.69	3.15	1.58	n/a
sub-0005	ses-04	run-04	vicarious	10	low_cue	med_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz	27.8	Moderate	32.91	Strong	27.8	Moderate	32.91	Strong	1.82	1.26	3.83	3.07	n/a
sub-0005	ses-04	run-04	vicarious	11	low_cue	high_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz	16.98	Moderate	36.36	Strong	16.98	Moderate	36.36	Strong	3.39	3.32	1.55	1.5	n/a
sub-0005	ses-04	run-04	vicarious	12	high_cue	med_stim	sub-0005_ses-04_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz	65.5	Very Strong	32.22	Strong	65.5	Very Strong	32.22	Strong	3.78	3.68	2.0	1.37	n/a
sub-0005	ses-04	run-05	cognitive	1	high_cue	med_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	52.81	Strong	110.85	Strongest sensation of any kind	52.81	Strong	110.85	Strongest sensation of any kind	2.03	1.75	1.89	1.48	n/a
sub-0005	ses-04	run-05	cognitive	2	high_cue	high_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz	95.45	Very Strong	122.22	Strongest sensation of any kind	95.45	Very Strong	122.22	Strongest sensation of any kind	2.54	2.49	2.32	1.8	n/a
sub-0005	ses-04	run-05	cognitive	3	low_cue	high_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz	25.64	Moderate	53.64	Strong	25.64	Moderate	53.64	Strong	1.78	1.65	2.89	2.07	n/a
sub-0005	ses-04	run-05	cognitive	4	high_cue	low_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz	112.75	Strongest sensation of any kind	76.58	Very Strong	112.75	Strongest sensation of any kind	76.58	Very Strong	1.73	1.45	3.29	2.49	n/a
sub-0005	ses-04	run-05	cognitive	5	high_cue	med_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz	67.64	Very Strong	n/a	n/a	67.64	Very Strong	60.99	Strong	2.61	2.17	n/a	3.68	n/a
sub-0005	ses-04	run-05	cognitive	6	low_cue	low_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz	28.24	Moderate	54.3	Strong	28.24	Moderate	54.3	Strong	1.17	0.87	1.52	1.3	n/a
sub-0005	ses-04	run-05	cognitive	7	low_cue	med_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz	31.2	Strong	63.74	Strong	31.2	Strong	63.74	Strong	2.58	2.5	1.54	1.07	n/a
sub-0005	ses-04	run-05	cognitive	8	low_cue	med_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz	29.26	Strong	65.89	Very Strong	29.26	Strong	65.89	Very Strong	1.8	1.47	3.53	3.1	n/a
sub-0005	ses-04	run-05	cognitive	9	high_cue	high_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz	76.02	Very Strong	127.94	Strongest sensation of any kind	76.02	Very Strong	127.94	Strongest sensation of any kind	1.39	1.29	2.8	2.65	n/a
sub-0005	ses-04	run-05	cognitive	10	low_cue	low_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz	27.29	Moderate	138.92	Strongest sensation of any kind	27.29	Moderate	138.92	Strongest sensation of any kind	2.47	2.03	3.48	2.53	n/a
sub-0005	ses-04	run-05	cognitive	11	high_cue	low_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz	98.2	Strongest sensation of any kind	70.69	Very Strong	98.2	Strongest sensation of any kind	70.69	Very Strong	1.52	1.32	2.65	1.75	n/a
sub-0005	ses-04	run-05	cognitive	12	low_cue	high_stim	sub-0005_ses-04_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz	36.96	Strong	77.74	Very Strong	36.96	Strong	77.74	Very Strong	3.57	3.13	3.64	3.16	n/a
sub-0005	ses-04	run-06	pain	1	high_cue	med_stim	sub-0005_ses-04_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz	67.42	Very Strong	53.7	Strong	67.42	Very Strong	53.7	Strong	1.92	1.57	3.28	3.01	success
